headline,inLanguage,datePublished,reviewBody,ratingValue,Company
Kvalitet,da,2011-12-06T18:29:11Z,"Dårlig service og steger næsten aldrig bøffen rigtig.

Feidls afd har store problemer.",2,www.jensens.com
"Det gælder den ved hovedbanen, ingen salat i salatbar",da,2011-12-06T16:08:47Z,"Vi var sultne og havde lyst til en hurtig bøf med fri salatbar.. Bestiller bøf, bestiller fri salatbar.. Men hvor er salaten?? Sidder i 1½ time og der bliver ikke fyldt op en eneste gang??",1,www.jensens.com
Dårlig kold mad,da,2011-12-05T20:38:09Z,Jeg synes at maden aldrig er varm når den serveres,1,www.jensens.com
Langsom betjening,da,2011-12-05T19:52:47Z,"Har nu igen oplevet at skulle vente meget lang tid på maden. Maden i sig selv er ganske udmærket, meeeen en ventetid på næsten en time er for lang tid på denne type spisested.",2,www.jensens.com
Mindre for mere...,da,2011-12-05T10:13:03Z,"Engang var bøffen stor og der var gratis ekstra kartofler og sovs, nu er bøffen mindre og der betales for esra - plus at priserne er steget... det er lidt et forkert koncept.",2,www.jensens.com
Kedelig mad og en salatbar uden salat,da,2011-12-05T08:10:54Z,"Jeg er træt af, at blive spist af med kedelig mad. Jeg er træt af dårlig service. Jeg bliver direkte sur, når der ikke er salat i en salatbar.
Lad være med at gå på Jensen's- tag på den lokale grill i stedet, hvis du alligevel er ligeglad med, hvad du spiser.",2,www.jensens.com
God steak og sovs. Laaangsom service!,da,2011-12-03T19:56:39Z,Har været det mange gange. Må ofte vente meget længe på maden og ekstra tilbehør.,2,www.jensens.com
Lækkert og hurtigt,da,2011-12-02T20:03:51Z,"Før hen i tid var Jensens min yndlings ""hurtig service "" resturant. Dog er jeg meget interesseret i at høre om deres kyllinger er fra DK eller om de er importeret. Om der er ""HALAL"" mærke på?",4,www.jensens.com
En god bøf på en trist tallerken,da,2011-12-02T09:22:30Z,"Jensens BØFhus var faktisk et ok sted, vi spiste der forleden og bøffen var god. Det negative, som jeg også oplevede, da jeg spiste der sidst (mange år siden) er at man skal betale ekstra for salatbaren, for man får ikke meget sundt på tallerknen ved servering, men man får heller ikke særlig meget sovs eller pommesfrites. Må indrømme at den barnehåndfuld slim frites var totalt skuffende men OK så fik jensens os også til at tage en dessert med, så fik de lidt penge i kassen på den måde, men desserten var sku go'.

Nyeste updates fra hundige... De hverken kan eller vil stege bøfferm lave spareribs eller et simpelt stykke fisk til børnene.
Hver gang er vi gået derfra skuffet over kvaliteten, manglende smil fra daglig leder (kundeservice kursus anbefales) og vi kommer helt sikker ikke igen",2,www.jensens.com
Good restaurant til family,da,2011-12-02T08:24:00Z,"Billigt, good smag og dejligt service....håber bliver meget bedre og store.",5,www.jensens.com
Stadig dårlig mad til prisen,da,2011-12-01T18:17:32Z,"Tilbudene er gode, men tilkøbene er grotesk dyre
- og så god er maden heller ikke til prisen.",2,www.jensens.com
Dårlig oplevelse,da,2011-12-01T13:06:51Z,"Meget langsom service, høj musik og maden smagte ikke særlig godt",1,www.jensens.com
Får alt for lidt for pengene.,da,2011-11-28T23:31:37Z,"Portionerne er meget lille, og anretningen er der slet ikke gjort noget ud af, og så er det ikke specielt billigt mere. Dog smager maden ganske godt.",2,www.jensens.com
Dårlig service og dårlig mad !!,da,2011-11-28T06:35:57Z,"Hver gang jeg sætter mine ben på Jensens (fordi jeg har et lille håb om at de har forbedret sig) bliver jeg skuffet .......
Deres kokke kan ikke lave mad .. Og deres tjenere er ikke helt friske .. Dårligt dårligt dårligt .. Ikke andet at sige .....
Der kommer jeg ALDRIG igen !!",1,www.jensens.com
dårlig!,da,2011-11-25T19:49:08Z,"vi fik lov at vente i 1,20 time på vores mad og så kom det forkerte, vores tjener ville så ikke snakke med os , da hun var flov så vi måtte starte helt forfra med en nu tjener, vi endte med at måtte gå fra vores dessert da vi skulle så vores film i biffen... vi kommer ikke mere på jensens!",1,www.jensens.com
For H.....,da,2011-11-25T19:42:38Z,"Ok mad.. men på regningen 2 deserter vi ikke har fået, 2 is som vi heller ikke  fik... ialt 126.- formeget, som jeg først ser da vi var kommet hjemme ØV",2,www.jensens.com
Høflig betjening- Elendig mad.....,da,2011-11-25T19:00:59Z,"Men elendig mørbrad, var så tørt at den bunne bruges som brænde111",1,www.jensens.com
Laaaaaaaaaaang ventetid,da,2011-11-25T16:16:07Z,"Har nu et par gange spist på Jensens i Svendborg. 1. gang stod jeg i kø i 20 min. for overhovedet at få et sted at sidde, på trods af der faktisk ikke var særlig mange gæster i restaurenten. Derefter ventede vi også temmelig længe på vores mad, den var dog ubeklagelig! 
2. gang opgav min veninde og jeg simpelthen at blive betjent da vi efter 30 min. stadig ikke havde fået et sted at sidde. 
Vil sige kvaliteten af restaurenterne svinger meget, alt efter hvor man handler. 
Jensens i Rosengårdscentret Odense, er der tværtimod (på en lørdag, ved middagstid!) ikke særlig lang. Så top karaktere til Odense og et flop i Svendborg",3,www.jensens.com
DEN BEDSTE RESTURENT,da,2011-11-24T14:45:41Z,DET ER DEN BEDSTE RESTURAN JEG HAR SPIST I OG SÅ ER DET OGSÅ TIL PRISER ALLE KAN VÆRE TIL OG DET ER ALTID GOD BETJENING OG HYGGELIGT @-}--,5,www.jensens.com
Lidt skuffende oplevelse i Kolding storcenter.,da,2011-11-24T09:29:15Z,"Familien skulle ud og spise lidt frokost, og der endte vi så på Jensens bøfhus i Kolding storcenter, vi kommer 2 voksne og 2 børn på 2½ og 4 år. og så bliver vi henvist til et bord i det modsatte hjørne af legerummet, hvilket i mine øjne virker lidt underligt. nå, men vi bestiller maden, vores bøffer skulle så være medium, og hvordan man vudere om en bøf er medium, skal være mig usagt, men faktum var at den ene knap nok havde været over varmen, så det var en ommer. resten var ok, men som helhedsindtryk virker det ikke overbevisende. det er set bedre andre steder i Jensens knocern.",3,www.jensens.com
Aalborg city syd,da,2011-11-24T07:09:31Z,"Søndag d. 20-11-2011
Kunne ej kontakte dem telefonisk ,på hjemmeesiden stod der alt optaget. Kørte så derud og fik en sur medarbejder i tale som bekræftede at der måske havde været noget galt med deres telefon,men at jeg da sagtens kunne bestille et bord til dagen efter selvom alt var optaget på hjemmesiden.Desuden er jeg hasrm over at man ikke på Jensen kan tilbyde dessert til diabetiker.
Venlig hilsen Jørgen Jakobsen",1,www.jensens.com
Sjældent at kødet steges som bestilt.,da,2011-11-23T16:23:34Z,"Det er sjældent, at kødet er stegt som bestilt. Oftest er det gennemstegt, hvor det burde være rosa. Ved reklamation, har jeg flere gange oplevet, at det irriterer personalet. Derudover er der ofte problemer med at huske hvilken sovs kunden har bestilt. Dette især, hvis det afviger fra den sovs der foreslås i menuen.",2,www.jensens.com
Øv øv ringe service.,da,2011-11-23T12:31:22Z,"Det er gået ned af bakke for dem, har ellers altid haft godt indtryk af dem. Men efter nogle dårlige opleveser i Roskilde, Næstved og Rådhuspladsen, ser jeg ikke at jeg har lyst at bruge mine penge i deres restaurant.",1,www.jensens.com
ikke imponerende,da,2011-11-23T09:38:47Z,"Østerbro - kælderen 
samtidig servering men kold mad =/
og lang ventetid på opfyldning",2,www.jensens.com
"Lækker bøf, hyggelige omgivelser",da,2011-11-22T20:43:34Z,"på Rådhuspladsen, Kbh.",4,www.jensens.com
Høj pris kontra produkt og service,da,2011-11-22T11:04:10Z,"Er holdt op med at besøge Jensens bøfhus, maden er for dårlig og servicen er ringe/manglende, tiden er og udviklingen (især prisudviklingen) er løbet fra deres koncept.",2,www.jensens.com
Fin dig i næsvis medarbejder i Viborg,da,2011-11-22T01:35:10Z,"Hvis du har tænkt dig at sætte dine ben i Viborg, så undlad at gøre det dagen efter en weekend dag.

Ikke nok med at man skal finde sig i at blive svaret igen af en medarbejder, oveni købet lader den chef der er på arbejde, sende selv samme servicemedarbejder i køkkenet for at tilberede maden trods chefen er kokken.

Endvidere blev der fundet bbq sauce i deres tandstikholder.",2,www.jensens.com
Hygge,da,2011-11-20T21:45:13Z,"Der er altid god mad,hygge og glad personale",5,www.jensens.com
under al kritik,da,2011-11-20T20:57:48Z,"de fik bad smileys her i Herning for dårlig håndtering af fødevarer.

Ikke noget at sige til når alle de ansatte er skolebørn under 18 år.",1,www.jensens.com
Søren Larsen,da,2011-11-19T06:31:52Z,"Dette er virkelig Danmarks bedste spisesteder for alle, kvaliteten er i top og personalet er altid smilende og får folk til at føle sig hjemme.",5,www.jensens.com
Langsom servering og en tør spareribs,da,2011-11-18T21:19:44Z,"Selvfølgelig kan man ikke forlange så meget for 45 kr. men når man går ind på Jensens Bøfhus for at få sig en billig frokost, så forventer man sig alligevel en vis standard.",1,www.jensens.com
Skuffet...,da,2011-11-18T16:36:35Z,"Jensens er bestemt ikke hvad det har været. Min mand inviterede familien ud og spise på hans fødselsdag, og det var nærmest pinligt vi havde valgt Jensens. Koldt kød, manglende tilbehør og en ganske uforskammet tjener da drengene bestilte 3. omgang af deres All You Can Eat spareribs. Vi var så skuffede. Dér kommer vi ikke igen!",1,www.jensens.com
"Gennemsnitlig mad, og næsten altid larm og alt for travlt.",da,2011-11-18T11:27:02Z,"De sidste 3 gange jeg har været på Jensens har jeg haft så dårlige oplevelser at jeg ikke regner med at komme der nogensinde igen. De sidste to gange har jeg desværre oplevet at blive glemt intet mindre end 5 gange af personalet.
Sidst blev vi spist af med at vi kunne få en gratis sodavand, men ikke engang en undskyldning fik vi.",1,www.jensens.com
Oftere dårligt end godt.,da,2011-11-18T11:22:31Z,"Jensens bøfhus er ikke hvad det har været - ellers er jeg bare rigtig uheldig med altid at komme på de forkerte restauranter.

I min verden er Jensen bøfhus lig med tør, kedelig og smagsløs mad.
Bøfferne steges sjældent efter kundens anvisning, kartoflerne er overstegte og går i stykker pga tørhed inden de overhovedet når ind i munden.

Det skal siges at min mand og jeg er kommet meget på Jensens bøfhus igennem de sidste 7 år - men den æra er vist slut. 
Nøgter simpelthen at betale så mange penge for noget jeg kan lave bedre selv...

Dog vil jeg rose personalet - de fleste er imødekommende og smilende.",2,www.jensens.com
Kan bestemt ikke anbefale det !,da,2011-11-18T09:56:33Z,"Dyre priser, dårlig mad.

Dog god service fra personalet.",1,www.jensens.com
Altid dårligt på Jensens,da,2011-11-17T17:50:54Z,"for et par måneder siden begik min mand og jeg den fejl at tage på Jensens. Hvorfor vi ikke lærer noget efterhånden forstår jeg ikke. Endnu en gang var aftenen ødelagt. 
Vi kommer ind på Jensens i Vejle, der er fyldt godt op kan vi se men inden vo får et bord spørg vi tjeneren ""hvor lang ventetid har i på maden?"" vi får af vide der kun er 30 min ventetid fordi de fleste skal have ""1000 ben"" og de konstant har nogen i ovnen. Ok, vi får et bord og sætter os ned. Rimelig hurtigt finder vi ud af hvad vi skal have og herefter venter og venter vi. Efter 25 min kommer der endelig en tjener og tager imod vores bestilling. Efter yderligere 15 min får vi vores drikkevarer og herefter venter vi lidt over 1 time på vores mad, som viste sig at være forkert. Vi faldt herefter i snak med nabo bordet hvor sønnen havde fået sin hovedret da vi kom (næsten 2 timer siden) mens faderen stadig ventede på sin bøf. Ok ikke videre opløftende. 
Da vi endelig får det rigtige mad er der gået over 2 timer !! 

Det eneste positive var at tjeneren i det mindste var flink da vi kun sad 10 tilbage i lokalet.",1,www.jensens.com
Totalt fede bøffer,da,2011-11-17T14:56:05Z,Fik en ret der forleden har aldrig været der før men de er søde og venlige og bøffen smagte af mer...MEGET mere,5,www.jensens.com
det er gode mad,da,2011-11-17T10:53:48Z,det er en gode mad,5,www.jensens.com
Ringe service og dårlig mad.,da,2011-11-16T16:28:28Z,"Jeg synes det er træls at man ikke kan gå på Jensens bøfhus og få det man bestiller.
Sidst vi var på Jensens i Horsens ventede vi længe på at få bestilt og da maden så endelig kom var kyllingen tør og min bøf dræbt. da min bøf blev byttet til en ny kom der en mindre bøf der var senet og kold i midten.
Salatbaren var heller ikke noget at råbe hurra for og alt i alt var det bare ikke en oplevelse vi kommer til at gentage.",2,www.jensens.com
Altid et eller andet der skuffer,da,2011-11-16T13:14:23Z,"Jeg er ked af at sige, at jeg, uden undtagelse, altid er blevet skuffet efter et besøg på Jensens bøfhus, hvad enten det er maden, der er kold eller forkert stegt, eller om det (i langt de fleste af mine besøg) er ringe service fra tjeneren. 

Jeg er af den overbevisning at et smil, kan redde andre folks dag, og at hvis man har en dårlig dag, så bør man, når man er på arbejde, gøre sit bedste for at virke positiv alligevel, specielt når man er i en branche der lever af at servicere andre. 
Det kan selvfølgelig være at jeg de fleste gange, har været så uheldig at få en tjener der har haft en dårlig dag, men 8 ud af 10 gange, har mit besøg på jeres restaurant været en skuffelse på grund af sure, ligeglade tjenere - og det kan da ikke være rigtigt, at det gang på gang skal ødelægge et besøg hos jer?",2,www.jensens.com
ALDRIG MERE!!,da,2011-11-15T14:07:50Z,"Jensen's Kolding Storcenter Ekstrem dårlig service

Utrolig dårlig mad! Her tænker jeg kæmpe forskel på samme bøf og så tørre og dårlige ben at man hellere ville spise græs!!

Folk sidder utrolig tæt og det virker som om de ikke ved hvem der skal ta sig af hvad",1,www.jensens.com
dårlig stegt bøf,da,2011-11-15T13:10:53Z,"jeg bestilte en mellemstegt bøf, efter at have sendt den tilbage 3 gang bestemte jeg mig for at spise den gennemstegte bøf. Men jeg synes det er for dårligt at et bøfhus ikke kan finde ud af at stege en bøf..",1,www.jensens.com
Ufattelig ringe mad,da,2011-11-11T15:09:07Z,"Har nu 2 gange indenfor en måned været på Jensen i h.h.v. Aalborg city syd, og i aalborg centrum. Begge gange fået virkelig  uappetitlige og nærmest kolde kartofler. Bøffen kunne de overhovedet ikke finde ud af at stege medium, selvom de fik 3 forsøg, og 3 gang var bøffen senet og uspiselig.  Børnenes pizza var vitterlig PAP, men værst var vi først kunne spise 1 time og 15 min efter børnene havde fået deres mad. Fik tilbudt en ""grstis"" dessert"" (city syd) men afslog, da vi mente vi overhovedet ikke skulle have betalt for andet end drikkevarer. Aalborg C restauranten er dog en anelse bedre end den ude i city syd. Tror vi holder os langt væk fra Jenses i et stykke tid.",1,www.jensens.com
Øv tjenere.,da,2011-11-10T17:21:15Z,"Vil kun sige at jeg oplevede at min kylling var brændt lidt på og jeg venligt sagde til tjeneren at den var brændt. Fik et kort og gennemtænkt svar ""sådan er det bare, vi kan ikke gøre det bedre""",1,www.jensens.com
øv!,da,2011-11-10T16:43:56Z,En gang dårlig mave er aldrig sjovt,1,www.jensens.com
Bøf,da,2011-11-10T08:38:59Z,Bestilte medium men fik done.,2,www.jensens.com
Udemærket..,da,2011-11-10T01:56:42Z,"Deres salatbar er god! Rigtig lækre ting de har i den.
Jeg har dog et problem, for jeg er en person der godt kan lide rødt kød og selvom jeg gør opmærksom på ved bestilling at det skal være RØDT, så ender jeg altid med og sende bøffen retur, det er ikke så sjovt når alle andre ved ens bord og spiser mens man pænt sidder og venter - hvis der så er pænt booket op med spisende gæster, så kommer man til og vente længe! Hvilket jeg ikke synes er fair, for man må sørge for at den gæst som har bestilt først bliver tilfreds og så må de andre vente, efter min mening! Når så jeg endelig får min røde bøf, så smager den til gengæld også rigtig godt :)",3,www.jensens.com
"Skal du have gode mad-oplevelser, så drop Jensens",da,2011-11-09T23:43:16Z,"På Jensens bøfhus har jeg desværre ofte oplevet at de ikke kan finde ud af at stege kødet rosa. Sidst jeg var der måtte vi bytte vores fadøl 3 gange for de var så flade, 3 gang besluttede vi at vi ikke ville være bekendt at spørge igen, for resultatet blev ikke bedre. Da bøffen ankom til vores bord bar den blod rød, hvilket ikke var hvad vi bad om, så vi sendte den retur og da vi fik den igen var den tør og gennemstegt. Jensens bøfhus er bare for discount agtigt på den ufede måde.",2,www.jensens.com
Nemt..,da,2011-11-09T19:53:16Z,"Er pjattet med deres side, spisesteder og service, specielt i Holbæk. Meget nem at gå til...",5,www.jensens.com
god mad til fornuftige priser,da,2011-11-09T13:30:05Z,"Vi holder tit fødselsdag på jensens bøfhus ,da det er super godt",4,www.jensens.com
nemt og overskueligt.,da,2011-11-09T11:11:06Z,"Hjemmesiden er nem og overskuelig, men mangler at kunne sende 2 linjer med bestilling, f.eks. ved reservation af bord mangler jeg at lige kunne tilføje jeg har behov for at der skal være plads til en baby ved bordet. Eller specielle ønsker om hvor man godt kunne tænke sig en plads. eks. udenfor eller inden for.",4,www.jensens.com
god mad,da,2011-11-09T08:30:40Z,"god mad til lidt dyre priser, men det er faktisk okay priser i forhold til deres rigtig gode mad, og nogle gange har de rigtig gode tilbud f.eks. med dagen´s bøf eller en favorit bøf + en biograf billet, for 150 kr.",3,www.jensens.com
Aldrig mere...,da,2011-11-08T22:23:32Z,"Vi har besøgt Jensens bøfhus for sidste gang, alt for langsommelig betjening, personalet har simpelthen for travlt.. Maden er temmelig ligegyldig og det er modtagelsen af ens klage også..
Vi fik en dessert som kompensattion for helt rå bøffer og forkerte kartofler.. og en yderligere ventetid på 20 min.
Øv til Jensens i Odense. begge 2.",1,www.jensens.com
God betjening og god mad,da,2011-11-08T20:39:45Z,"Var på Jensen's Bøfhus i Kongensgade og var egentlig ret skeptisk efter manden, der fik kød galt i halsen og personalet intet gjorde, ifølge medierne.

Jeg besluttede mig dog for at tage på Jensens i Kongensgade, Odense, alligevel og fik en super venlig og hyggelig betjening.

Jeg bryder mig generelt ikke om at spise foran/sammen med andre og specielt ikke fremmede. Jeg undgår gerne restauranter, hvor jeg ikke kan sidde med ryggen til folk og spise.
Jeg kunne se, at de havde borde nede bagi restauranten, hvor der ikke sad nogle.

Jeg gik derind, og forklarede min lidt dårlige vane/fobi og hun sagde, at de borde nede bagi, var til aftengæsterne, så det kunne jeg ikke. Men efter 5 sek, fandt hun et meget hyggeligt bord blandt aftenbordene, som de normalt ikke giver gæster kl 16.

Jeg blev betjent af en rigtig sød pige, Eva, hvor jeg færst fin min cola og derefter en roundsteak. rigtig lækkert.

Derefter vandt jeg i Jensen's sms konkurrence en Queens Delight, dog kunne jeg ikke spise det hele..

Efter jeg havde spist, skulle Eva til pause, hvor ejg fik at vide, at jeg havde været den sødeste gæst og det havde de allesammen sagt. Det synes jeg var super sødt :-)

Jeg lagde derefter en seddel hvor jeg skrev tak for den søde betjening :-) De kan varmt anbefales!",4,www.jensens.com
Altid skuffet,da,2011-11-08T19:20:56Z,Bliver altid skuffet når jeg har været på jensens.. Synes de tager overpris i forhold til kvaliteten af deres mad.. Beklager.. Ikke en kæmpe succes,2,www.jensens.com
Det er bare ikke længere pengene værd,da,2011-11-08T18:18:50Z,"Hovedretten blev serveret i en periode på 20 minutter for et selskab på kun 8 personer,- og pommesfriterne var lunkne. Desserten blev serveret med en tallerken, hvor der var rester af den forrige kundes chokolade mousse...",2,www.jensens.com
Lousy lousy mad!!!!,da,2011-11-08T18:09:48Z,"Det er efterhånden en del år siden jeg stoppede med at komme på Jensens, men det var fordi maden var så utrolig elendig. Ovnkartoflerne var kolde indeni, sovsen var alt alt for tyk og klæbrig, bøffen var sej (kan man i det hele taget kalde det der en bøf?!), kyllingen var tør og der var intet frisk i salatbaren. Jeg kommer aldrig nogen sinde til at gå på Jensens igen. Restaurant Bones har overtaget den plads, som Jensens engang havde - før Jensens skulle henvende sig til ALLE; herunder børnefamilier og studerende uden penge til at betale for kvalitetsmad. Jeg spiser gerne Bones' spareribs - men Jensens går jeg altså en lang bue udenom. Der er intet kød på - og til den pris man betaler for det, er det simpelthen tyveri at betale for sådan en stor omgang knogler.",1,www.jensens.com
1000 ben og min bar r..,da,2011-11-07T17:45:04Z,"Vi var ind og spise i sidste uge og bestilte 1000 ben (spis alt hvad du kan for ca.100kr pr pers.), vi fik så at vide at vi skulle bare sætte sådan et skilt op på spanden så kom de straks med vores ben... Hmm vi var næsten færdig og satte så den skilt op og efter 15 min uden ben, bad vi om regning og gik... 3 sultene mennesker og en fed fortjeneste til Jensens ... Sidste gang jeg spiser på jensens i rosengårdcenteret i Odense... Dårlig service.....",1,www.jensens.com
"Godt, meeen...",da,2011-11-06T15:41:59Z,"Altid OK mad til ikke så mange penge. Det er dog ofte at medium bøf er rød.. eller det hel modsatte - meget tør! Lidt ærgerligt... 
Deres salatbar er altid rigtig god med de lækreste ting :D",3,www.jensens.com
Hvorfor gør man det igen og igen??,da,2011-11-05T15:39:48Z,"Med jævne mellemrum besøger vi Jensens bøfhus. 
mest i Odense men også ofte i Kolding.
Hver eneste gang bliver man skuffet og man husker straks hvorfor man sagde sidst at det gjorde vi ikke igen. 

alligevel sidder vi en eftermiddag i Kolding afdelingen og har bestilt spareribs. ALDRIG har jeg fået så tørt, koldt og generelt dårlige spareribs. der var ingen service og derfor ingen mulighed for at forklare en tjener at maden var uspiselig. Langt om længe kommer en tjener med regningen og jeg nægter at betale for maden da jeg intet har spist. 
tjener fortæller at det eneste de kan trække fra er min cola. ???

Undre mig over hvordan de kan trække min cola fra som jeg HAR drukket, men min mad som jeg IKKE har spist skal jeg betale for. 

Nu har vi besluttet os for at vi ikke spise der igen.
Men mon ikke når vi har glemt smagen ender der inde igen.",1,www.jensens.com
Ringe!,da,2011-11-05T12:27:53Z,Jævnt uinteresseret personale.,2,www.jensens.com
Pengemaskine,da,2011-11-04T23:46:58Z,"Siden min oprindelige anmeldelse, er maden bare blevet værre. Jensens er ikke længere noget som jeg vil betragte som en fin og billig frokost. Der er gået pengemaskine i den. Ud med hyggen og ind med flest muligt igennem pr bord. Mange fejl i betjeningerne.",1,www.jensens.com
Ingen stjerner til jer i Hjørring %,da,2011-11-04T20:44:38Z,"2 besøg. . gang virkelig seje bøffer, kunne overhoevedet ikke tygge dem. Eftr klage fik vi gavekort påny på sammen ret. Bestilte bord til kl. 18,30 Kl. 19,15 stod vi stadig og ventede. Fik herefter et bord langt om længe. Her ventede vi så på betjening..... Ingen henvendelse fra personalet, kl. 20,15 gik vi. Vi har simpelthen pgivet at indløse vores tilgodebevis, og jeg sætter ikke mine ben der, såfremt jeg kan undslå mig. Toppen af dårig service. Man kunne dog have givet os nogle drikkevarer medens vi ventede på at afgive vores bestilling, vi skulle også nok betale for dem...... men nejjjjjj",1,www.jensens.com
Bøffer på samlebånd,da,2011-11-03T08:56:04Z,"Bøfferne bliver lavet på samlebånd og der er ingen kærlighed i maden, så kan man lige så godt tage på burger king..",3,www.jensens.com
"Okay kvalitet, men manglende allergikort",da,2011-11-02T15:07:26Z,"Maden på Jensens er altid som man forventer, intet nyt deri. Jeg mangler personligt et allergikort så jeg kan se hvad de forskellige varer indeholder.",3,www.jensens.com
øv oplevelse,da,2011-11-02T13:15:13Z,"var på jensens i kolding storcenter og var generelt ikke tilfreds. 
vi har tidligere været der hvor bøffen var rå da den skulle være gennemstegt og vi kunne ikke få kontakt til nogen tjenere så var ved at gå dette er dog et stykke tid siden og vi ville give dem en chance mere igår... 
vi skulle have to frokost bøffer og en tykstegsfilet, vi ville alle gerne have ekstra kartofler, jeg skal så på toilet og maden kommer mens jeg er væk... de andre begynder selvfølgelig at spise, og da jeg kommer er jeg i chok da der ihvertfald ikke er ekstra kartofler til tværtimod skulle man tro der var fjernet kartofler... 
der lå et stykke kød en skål med sovs ca. halv fyldt og så i det ene hjørne af tallerken var der kartofler og så var der et tomt område på tallerken hvor der intet lå dette så sølle ud og kunne lige så godt være gået over til pizza på anden side og spist bagefter for var ikke mæt på nogen måder...
hvis jeg skal på jensens bliver det i odense ikongensgade det er der de i det mindste hurtige til at finde bord sørge forbestilling og at bøffen er i orden... kan dog stadig være problem med kartoflerne...",2,www.jensens.com
for dyr,da,2011-11-02T08:02:27Z,meget for dyr i forhold til madens mængede 2 små stkker kylling filet og 10 kartofler og lillle meget lille skål sovs 119 ja og vil man have tilbehør koster det ekster sku ikke en familie resturant gav 600 kr for 4 mennesker,2,www.jensens.com
Jensens Kolding,da,2011-11-01T10:36:01Z,"Min kæreste og valgte at tage på Jensens og få en god bøf.
Det skulle vi aldrig have gjort for det var en stor skuffelse.

Da vi ankom blev vi hurtigt vist på plads, dog i den halvdel hvor 90% af alle gæsterne allerede sad, nå men vi fik kilet os ind.
Efter 30-45 min. Fik vi endelig lov til at bestille.
I mens havde vi bemærket at de fleste sendte første tallerken ud igen og fik nye bøffer da de åbenbart ikke var stegt korrekt første gang…

Nå men efter yderlige 30 min. Venten kom der en gang kolde kartofler , sovs med skin på og en gennemstegt bøf ( havde bestilt RØD)
Jeg kontaktede personalet og gjorde dem opmærksomme på at den var gennemstegt og ikke rød som bestilt, ikke noget problem, hun tog den med og ville komme med en ny.

Imens var bordet ved siden af klar til at gå og kunne ikke undgå at høre at de ikke havde været tilfredse med maden, (hvis vi kan kalde den det)
Den ene gæst, ”det er den ringeste bøf jeg nogensinde har fået” og så på et ”bøfhus” ???
Tjeneren svaret kort med et det er jeg da ked af, vil i betale med kort eller kontanter?? Hvad fanden sker der lige her???

Nå men nu ankom min bøf så, det var dælme hurtigt, fedt tænkte jeg men nej det var ikke fedt.
Den bøf jeg nu havde fået havde virkelig en del sener og så var den rå….!!

Nu gad jeg bare ikke mere og spiste det der kunne spises og skred for ALLER SIDSTE GANG!!!!

Elendig foder, jeg vil under ingen omstændigheder kalde det for mad, og ringe betjening.

Hvor svært kan det være at stege en bøf, hvis man ikke laver andet hele dagen må man da på et tidspunkt lære det eller???
For mig virker det som om man har ansat en masse unge mennesker (billig arbejdskraft) i profittens tegn.
Og disse unge mennesker kan, vil og må ikke beslutte noget som helst.

Jensens er bøffens svar på Mc Donalds med undtagelse af at hos Mc. Donalds kan man være sikker på at bøffen er i orden og stegt som den skal.",1,www.jensens.com
Bøffer skal spises på Jensen's i Holbæk,da,2011-10-31T21:31:51Z,"Jensen's Bøfhus i Holbæk er et ude mærket sted at spise.
Det virker som om der bare er tjek på tingene. Og jeg har ikke oplevet andet end en særdeles høflig betjening.",4,www.jensens.com
food!,da,2011-10-29T20:15:29Z,"elsker deres mad, og det er fedt med ta' selv is - det er mest isen jeg kommer der for.",5,www.jensens.com
God mad,da,2011-10-29T10:44:46Z,"God mad på Jensen's Bøfhus, dog er udvalget af retter ikke så stort.",4,www.jensens.com
lavpunkt,da,2011-10-28T16:36:51Z,Alt for lidt mad til alt for mange penge. Man venter rigtig længe på maden også er den ikke engang rigtig. Jensens burde dreje nøglen om eller virkelig forny sig.,1,www.jensens.com
Jensens er gode men....,da,2011-10-28T10:48:47Z,"Jeg syndes de laver fantastisk mad og god service. Man bliver altid så glad når man går der fra. :D
Det eneste som jeg godt syndes de kunne lave om på er nogle af de dyre priser, bare f.eks. en bøf til 99,- ? kunne blive sat ned til højst 69-79,- ? Eller spareribs for en enkel ca 70 ,- kunne godt koste højst 50,- når all you can eat koster 99-149,-! 
Men de laver rigtig god mad, selvom det er lidt dyrt kommer man alligevel på besøg når man skal ud og spise <3",4,www.jensens.com
Gummi bøffer,da,2011-10-28T09:57:09Z,"Alt for høj pris til så dårlig mad.. Føler mig ikke snydt over kvaliteten, er godt klar over dette ikke r en gourmet restaurent, men at man skal betale gourmet priser for mad er ikke iorden!",1,www.jensens.com
:( Øv oplevelser flere gange..,da,2011-10-27T12:58:19Z,"Har spist på Jensens i Odense , Holbæk og kbh og alle steder får en trist smiley af mig.. Første gang var odense hvor de glemte mit bestik, efter jeg havde spurgte 3. gang endte jeg med og spise med min venindes bestik. Udover det var bøffen ikke stegt efter ønsket, men det fik jeg aldrig mulighed for at sige fordi de fes rundt uden og give sig tid til kunderne.

I Kbh måtte vi begge sende vores bøffer tilbage fordi de var rå, og da de så kom tilbage var min kærestes gennemstegt (vi ønskede medium) 

I Holbæk var der lækker udsigt og super kundeservice og vores søn elskede maden.. Men igen vores bøffer var ikke medium, men da vi havde prøvet det før vidste vi godt det kunne ende med en gennemstegt så vi spiste dem alligevel..

Efter jeg har givet 3 steder chancen for at vise at Jensens faktisk er et godt spisested må jeg sige at det slutter nu.. Vi kommer nok aldrig til at spise på jensens igen.. Rimelig meget øv fordi de er så gode ved børn og har så cool en børnemenu og børnevenlige ting..",1,www.jensens.com
